year,loc,total,male,female,15-19,15-19m,15-19f,20-24,20-24m,20-24f,25-29,25-29m,25-29f,30-34,30-34m,30-34f,35-39,35-39m,35-39f,40-44,40-44m,40-44f,45-49,45-49m,45-49f,50-54,50-54m,50-54f,55-59,55-59m,55-59f,60-64,60-64m,60-64f,65-,65-m,65-f
102,北部區域,4.2,4.6,3.7,8.3,9.0,7.5,12.7,13.9,11.7,7.1,8.4,5.8,4.5,5.4,3.4,3.8,4.3,3.2,2.3,2.7,1.9,2.7,3.3,2.0,2.3,2.7,1.7,1.8,1.8,1.7,1.8,2.0,1.0,0.1,0.1,0.1
102,新北市(100年五都改制),4.2,4.6,3.7,9.4,11.5,7.2,9.9,10.9,9.0,6.8,7.4,6.2,4.3,5.1,3.3,4.4,4.7,4.0,2.4,2.8,1.9,2.9,3.7,1.9,2.3,2.7,1.6,1.9,1.8,2.0,2.6,2.7,2.3,0.0,0.0,0
102,臺北市,4.2,4.8,3.6,5.5,9.7,1.5,17.9,20.4,15.8,8.5,11.1,5.9,4.4,5.3,3.6,3.7,4.5,2.8,2.0,2.3,1.5,2.5,2.7,2.4,2.4,2.8,1.9,1.6,1.6,1.5,1.2,1.4,0.5,0.1,0.1,0.2
102,基隆市,4.2,4.9,3.4,1.6,0,3.6,16.9,23.8,11.3,6.7,7.6,5.8,4.4,5.9,2.6,3.2,4.0,2.1,3.8,4.7,2.7,1.9,2.5,1.1,2.5,2.6,2.4,1.2,1.2,1.3,1.2,1.6,0.1,0,0,0
102,新竹市,4.1,4.5,3.7,5.5,0,13.1,9.0,8.3,9.6,6.6,8.2,5.0,4.4,4.3,4.5,3.3,4.1,2.4,3.7,3.6,3.8,2.9,2.9,3.0,2.7,4.3,0.3,2.4,3.5,0.5,3.2,4.6,0,0.9,1.4,0
102,宜蘭縣,4.3,4.7,3.6,4.0,3.7,4.5,11.5,10.2,12.7,6.1,6.6,5.7,5.1,6.7,3.1,3.2,4.7,1.2,3.3,3.9,2.5,2.5,3.1,1.6,2.9,3.9,1.1,3.0,3.4,2.3,2.3,3.1,0.5,0,0,0
102,桃園縣,4.3,4.8,3.6,8.2,6.8,10.3,13.0,14.7,11.4,6.8,8.4,5.2,5.1,6.4,3.6,3.2,3.6,2.7,2.1,2.4,1.7,2.9,3.8,1.8,1.8,2.0,1.4,1.8,2.0,1.6,0.9,1.2,0.2,0.1,0.2,0
102,新竹縣,4.0,4.0,4.0,20.1,19.0,21.7,15.7,13.3,18.3,6.3,6.9,5.7,3.1,4.9,1.2,2.8,2.9,2.7,1.3,0.9,1.8,2.1,3.3,0.5,3.0,2.1,4.4,0.6,1.0,0,0.7,0.9,0,0,0,0
102,中部區域,4.1,4.4,3.8,10.6,8.8,13.1,13.5,13.3,13.6,7.1,7.7,6.6,4.0,4.6,3.3,2.9,3.6,2.0,2.8,3.5,2.0,2.1,2.7,1.2,2.5,3.0,1.6,2.1,2.6,1.2,0.8,1.0,0.2,0.2,0.2,0.1
102,臺中市(100年五都改制),4.1,4.3,3.9,10.4,9.6,11.6,12.8,12.8,12.8,7.0,6.8,7.3,4.4,5.2,3.4,2.6,3.1,1.9,3.4,4.0,2.6,1.5,2.1,0.7,2.3,2.4,2.1,1.9,2.2,1.3,1.1,1.5,0.2,0.2,0.3,0
102,苗栗縣,4.2,4.9,3.2,2.9,2.0,4.3,12.3,15.2,9.4,7.0,8.6,5.3,4.7,5.4,4.0,2.8,3.5,1.9,2.7,4.4,0.5,3.0,3.8,1.9,2.6,3.1,1.8,1.8,2.0,1.5,0.5,0.7,0,0.3,0,1.2
102,彰化縣,4.0,4.5,3.4,12.2,10.3,14.5,12.9,13.8,11.9,6.4,7.0,5.8,3.0,3.7,2.2,3.8,4.7,2.6,2.2,2.7,1.4,2.4,2.9,1.8,2.3,3.1,1.2,3.2,4.4,0.9,0.8,1.0,0.4,0.3,0.4,0.0
102,南投縣,4.3,4.3,4.2,17.4,12.0,26.3,15.8,14.0,17.5,9.3,11.1,7.2,4.4,4.2,4.7,1.8,2.3,1.2,2.2,2.7,1.5,1.9,2.8,0.6,2.2,3.4,0.4,1.1,0.7,1.8,0.2,0.1,0.6,0,0,0
102,雲林縣,4.2,4.3,4.1,6.5,2.2,12.5,16.5,11.8,21.2,7.5,9.3,5.7,3.9,4.0,3.7,3.1,3.9,2.1,2.2,2.4,1.9,3.1,3.9,1.8,3.3,4.6,1.0,1.8,2.4,0.8,0.4,0.6,0,0,0,0
102,南部區域,4.2,4.3,4.1,10.9,8.0,13.8,15.9,15.6,16.1,7.2,7.5,6.9,3.9,4.2,3.5,3.1,3.5,2.6,2.6,3.1,2.0,2.8,3.5,1.7,2.0,2.3,1.6,2.6,3.2,1.6,1.2,1.6,0.4,0.2,0.2,0.1
102,臺南市(100年五都改制),4.2,4.3,4.2,11.9,10.4,13.6,14.8,12.8,16.4,6.9,7.7,6.1,4.3,4.3,4.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,4.6,1.5,1.3,1.8,0.6,2.8,3.6,1.4,0.9,1.2,0.3,0.2,0.3,0.2
102,高雄市(100年五都改制),4.2,4.3,4.2,11.1,6.1,16.6,16.7,17.0,16.4,7.2,6.9,7.6,3.9,4.6,3.1,2.9,3.5,2.1,2.6,3.2,1.8,2.6,3.0,2.0,2.1,2.2,2.1,2.5,2.9,1.9,2.0,2.7,0.5,0.2,0.3,0
102,嘉義市,3.9,4.7,2.9,13.4,11.3,16.1,9.3,14.2,4.8,7.0,9.3,4.6,4.0,6.8,0.9,4.0,3.2,4.8,2.5,3.2,1.8,3.0,3.3,2.8,3.0,2.7,3.5,1.4,2.4,0,0.1,0,0.2,0.5,0.6,0
102,嘉義縣,4.1,4.7,3.4,4.7,5.8,4.0,14.6,17.1,12.7,8.5,8.3,8.8,3.1,3.9,2.1,3.9,5.4,1.8,2.3,3.4,0.6,3.4,4.5,1.4,2.4,3.3,0.7,2.4,3.5,0.3,0.6,0.5,0.7,0.1,0.1,0
102,屏東縣,4.1,3.8,4.5,10.5,7.1,13.2,18.6,17.6,19.4,7.1,8.3,5.9,3.6,2.4,5.1,3.4,3.8,2.8,1.3,1.9,0.5,1.6,2.1,0.9,2.6,2.6,2.5,2.6,2.8,2.2,0.6,0.8,0.0,0,0,0
102,澎湖縣,4.0,4.1,4.0,26.3,33.7,24.5,15.5,10.4,18.3,5.7,4.8,6.6,1.8,2.1,1.5,1.5,1.3,1.7,3.4,4.9,0.9,3.5,5.5,0,2.3,3.6,0,4.7,6.8,0,0,0,0,0,0,0
102,東部區域,4.1,4.5,3.4,10.8,5.1,15.8,12.8,13.6,12.3,6.1,8.1,4.0,4.0,5.0,2.8,3.5,4.3,2.4,1.8,2.1,1.3,3.1,4.3,1.4,2.7,2.7,2.6,3.9,4.5,3.2,1.7,2.4,0.2,0.0,0.0,0
102,臺東縣,4.1,4.3,3.7,16.5,10.4,22.0,10.8,10.8,10.9,3.2,3.3,3.1,4.3,5.9,2.2,5.3,5.5,5.0,2.3,2.4,2.2,4.1,6.1,1.1,2.4,1.6,3.5,4.0,3.9,4.2,1.9,2.9,0,0.1,0.1,0
102,花蓮縣,4.1,4.7,3.2,5.7,0,10.3,14.2,15.6,13.1,7.9,11.2,4.6,3.8,4.4,3.1,2.3,3.4,0.7,1.4,1.9,0.7,2.4,3.0,1.6,2.9,3.5,1.9,3.8,4.9,2.4,1.6,2.1,0.5,0,0,0
103,臺灣地區,3.96,4.27,3.56,8.78,9.64,7.59,13.25,13.69,12.83,6.84,7.36,6.30,4.04,4.68,3.30,3.26,3.60,2.85,2.58,3.10,1.97,2.37,3.11,1.43,2.12,2.68,1.31,2.04,2.36,1.51,1.23,1.39,0.89,0.10,0.13,0.03
103,北部區域,4.0,4.4,3.5,7.1,7.9,6.2,12.2,13.2,11.3,7.1,7.9,6.3,4.2,4.9,3.4,3.2,3.7,2.7,2.8,3.4,2.1,2.4,3.1,1.4,2.3,2.8,1.6,2.0,2.1,1.9,1.1,1.1,1.1,0.1,0.1,0.1
103,新北市(100年五都改制),3.9,4.2,3.6,8.2,8.1,8.2,10.9,11.9,9.9,7.4,8.4,6.5,3.8,4.4,3.1,3.1,3.5,2.7,3.1,3.8,2.3,2.2,2.5,1.8,2.2,2.2,2.2,2.0,2.0,2.1,1.4,1.1,2.2,0.2,0.1,0.5
103,臺北市,4.0,4.7,3.2,5.9,9.0,2.6,16.9,20.6,13.7,7.6,8.6,6.7,4.8,5.9,3.7,3.8,4.5,3.1,2.4,2.8,1.9,2.2,3.6,0.8,2.2,3.2,1.0,1.2,1.4,1.0,0.6,0.9,0,0,0,0
103,基隆市,4.0,4.7,3.1,10.7,8.3,15.5,11.3,13.4,9.3,5.5,7.5,3.5,2.9,3.1,2.8,4.2,5.2,2.9,1.5,1.6,1.3,4.1,4.9,3.1,3.0,4.6,0.4,2.8,3.3,1.8,1.1,1.2,0.7,0,0,0
103,新竹市,3.9,4.8,2.8,3.0,4.9,0,12.5,12.9,11.9,6.2,8.0,4.4,4.3,5.3,3.3,2.1,2.1,2.1,3.0,3.5,2.3,2.7,4.0,1.1,3.9,5.8,1.2,2.3,3.1,1.0,1.7,2.5,0,0,0,0
103,宜蘭縣,3.9,3.7,4.3,4.5,4.0,5.5,10.1,9.7,10.5,6.5,6.5,6.5,3.6,2.1,5.5,4.5,6.0,2.6,2.7,1.0,4.7,1.9,1.8,2.1,2.5,3.2,1.3,2.4,3.1,1.2,2.6,3.7,0.1,0,0,0
103,桃園縣,4.0,4.5,3.4,6.0,6.2,5.6,10.0,10.1,10.0,7.0,7.3,6.7,4.3,5.0,3.4,3.1,3.6,2.5,2.9,4.2,1.5,2.8,4.1,1.2,2.3,2.6,1.9,2.7,2.8,2.6,0.5,0.4,0.6,0.4,0.6,0
103,新竹縣,3.9,3.7,4.1,13.4,19.2,4.9,17.7,14.2,21.6,5.0,5.8,4.1,5.0,6.2,3.8,1.4,0.9,2.0,2.2,2.9,1.2,1.0,1.2,0.6,2.0,2.4,1.4,2.7,0.6,6.1,2.5,1.2,5.6,0,0,0
103,中部區域,3.9,4.2,3.6,11.2,12.2,9.9,14.1,14.6,13.6,6.5,7.0,6.0,3.9,4.4,3.4,2.9,3.4,2.3,2.5,2.8,2.1,2.1,2.7,1.3,1.9,2.6,1.0,1.9,2.4,0.9,1.0,1.2,0.5,0,0,0
103,臺中市(100年五都改制),3.9,4.4,3.4,7.4,7.4,7.5,12.9,13.7,12.2,6.9,6.9,6.8,3.3,3.6,3.0,3.2,4.4,1.8,3.0,3.4,2.6,2.0,2.7,1.1,2.2,3.1,1.0,1.8,2.5,0.6,2.1,2.4,1.4,0,0,0
103,苗栗縣,4.1,4.1,4.0,15.5,14.2,17.1,11.5,11.6,11.3,7.8,9.9,5.6,4.7,5.0,4.4,2.3,1.1,3.8,2.6,2.8,2.4,1.9,2.1,1.7,2.1,2.5,1.3,1.9,2.8,0.2,0.3,0.5,0,0,0,0
103,彰化縣,3.9,4.3,3.4,12.5,13.5,10.6,14.1,14.5,13.7,5.2,5.9,4.5,4.8,5.2,4.4,2.4,3.1,1.6,2.0,2.5,1.3,2.3,2.9,1.3,1.9,2.6,1.0,2.6,3.4,1.1,0,0,0,0,0,0
103,南投縣,4.0,4.0,4.1,17.6,24.7,5.2,19.3,18.3,20.3,7.0,7.1,7.0,3.8,5.0,2.3,2.7,2.1,3.5,1.1,1.6,0.6,2.2,1.9,2.6,0.7,1.0,0.4,1.6,1.5,1.6,1.0,1.5,0,0,0,0
103,雲林縣,3.9,4.1,3.7,14.3,13.7,14.9,17.0,18.0,15.8,6.2,7.0,5.4,4.2,5.3,3.0,3.4,3.1,3.9,2.0,2.0,2.1,2.7,3.8,1.1,1.8,2.1,1.3,1.2,1.1,1.3,0.3,0.6,0,0,0,0
103,南部區域,4.0,4.1,3.7,8.5,9.8,6.6,14.2,13.7,14.7,6.8,6.9,6.7,3.9,4.7,3.0,3.5,3.5,3.5,2.5,3.0,1.8,2.6,3.3,1.6,2.0,2.6,1.1,2.2,2.6,1.3,1.4,1.8,0.7,0.2,0.3,0
103,臺南市(100年五都改制),4.1,4.3,3.8,8.8,7.3,10.7,14.6,12.8,16.1,6.1,5.5,6.6,4.2,4.8,3.5,3.3,3.4,3.1,2.2,2.9,1.4,3.1,4.5,1.3,2.5,3.5,1.1,2.4,3.1,1.2,2.4,2.8,1.5,0,0,0
103,高雄市(100年五都改制),3.9,4.2,3.6,5.4,8.3,0.8,13.4,13.5,13.3,6.7,6.6,6.8,3.6,4.9,2.1,3.7,3.9,3.3,3.0,3.5,2.3,2.6,3.0,2.0,1.8,2.1,1.3,2.3,2.6,1.9,1.5,2.0,0.6,0.6,0.9,0
103,嘉義市,3.7,3.4,4.0,10.2,14.2,3.3,14.3,13.7,14.8,5.9,5.1,6.8,1.4,1.2,1.7,5.9,4.2,7.6,3.1,4.7,1.4,1.6,1.3,2.0,1.5,1.5,1.4,2.3,2.5,1.9,0,0,0,0,0,0
103,嘉義縣,3.9,4.6,2.9,12.2,15.5,7.0,16.0,20.2,12.3,7.3,8.5,6.0,4.5,4.9,4.0,3.0,4.4,1.3,1.2,1.8,0.3,3.0,4.5,0.7,2.6,3.9,0.5,1.5,1.8,1.0,0.4,0.5,0,0,0,0
103,屏東縣,3.9,3.6,4.3,15.6,13.6,19.2,13.8,12.1,15.3,9.1,10.7,7.4,4.7,4.6,4.8,3.4,1.7,5.6,1.7,1.9,1.4,1.5,2.0,0.6,1.2,1.5,0.8,1.2,1.7,0.4,0.3,0.5,0,0,0,0
103,澎湖縣,3.9,3.4,4.7,16.0,31.1,2.5,23.3,10.4,29.9,3.5,3.5,3.6,1.6,2.4,0.7,1.2,1.5,0.7,2.7,3.0,2.1,3.1,2.2,4.6,1.0,1.2,0.5,6.6,9.7,0,1.6,2.0,0,0,0,0
103,東部區域,3.8,4.1,3.5,14.0,11.0,19.5,11.4,12.7,10.2,5.5,5.8,5.2,4.0,4.7,3.3,4.3,4.6,3.9,1.4,1.5,1.3,2.9,3.8,1.7,2.0,2.6,1.0,2.8,3.3,2.1,2.9,2.8,3.1,0.1,0.1,0
103,臺東縣,3.9,4.0,3.8,6.3,7.3,4.1,10.9,12.0,9.9,6.6,6.0,7.3,5.8,5.6,6.0,7.1,9.4,4.2,1.4,0.9,2.0,1.5,2.0,0.8,1.2,1.3,0.9,2.0,1.8,2.4,1.8,2.2,1.2,0.2,0.3,0
103,花蓮縣,3.8,4.2,3.2,21.4,15.0,31.3,11.7,13.2,10.5,4.8,5.7,3.9,3.0,4.1,1.7,2.5,1.7,3.7,1.4,2.1,0.7,4.0,5.1,2.3,2.6,3.6,1.2,3.2,4.2,1.9,3.7,3.2,4.6,0,0,0
104,臺灣地區,3.78,4.05,3.44,8.63,8.24,9.21,12.59,13.23,11.97,6.55,6.90,6.19,3.97,4.38,3.52,3.14,3.64,2.56,2.37,3.15,1.44,2.36,2.98,1.57,2.06,2.33,1.69,1.76,2.10,1.20,1.16,1.15,1.19,0.14,0.14,0.16
104,北部區域,3.8,4.1,3.4,7.1,7.3,6.7,11.5,12.7,10.4,6.7,7.0,6.3,4.2,4.6,3.7,3.2,3.6,2.7,2.2,3.2,1.2,2.8,3.4,2.0,2.3,2.7,1.7,1.5,1.7,1.1,1.1,0.8,1.8,0.1,0.1,0.2
104,新北市,3.7,3.8,3.6,7.8,7.5,8.1,10.5,11.4,9.7,6.4,6.5,6.3,4.0,4.1,3.8,3.2,3.2,3.3,2.2,3.0,1.3,2.5,2.9,1.9,2.8,3.2,2.3,1.2,1.2,1.2,1.6,0.7,4.0,0,0,0
104,臺北市,3.8,4.3,3.1,5.0,2.6,8.1,13.9,14.7,13.2,8.3,10.1,6.5,4.3,4.7,3.9,2.9,3.7,2.0,2.4,4.0,0.7,2.8,3.5,2.0,2.2,2.3,2.0,1.5,1.9,1.0,0.6,0.7,0.4,0.0,0.0,0
104,桃園市(103年升格),3.9,4.3,3.3,8.2,12.7,1.2,10.5,11.4,9.5,6.6,5.5,7.7,4.0,5.3,2.5,3.0,4.0,1.8,2.3,2.6,1.9,3.1,3.8,2.3,1.8,2.4,0.9,2.1,2.3,1.9,0.8,1.0,0.3,0.5,0.7,0.1
104,基隆市,3.9,4.2,3.6,17.1,14.7,22.6,9.7,12.8,6.9,6.4,8.3,4.4,4.9,4.0,6.0,4.2,3.5,5.0,1.9,2.7,0.9,3.8,4.5,2.8,0.9,1.3,0.2,1.1,1.5,0.4,1.7,1.1,3.1,1.7,1.0,4.1
104,新竹市,3.9,4.7,3.0,4.4,0,12.5,14.4,18.5,9.9,4.7,4.6,4.7,3.2,4.3,2.1,3.7,4.0,3.3,1.2,1.5,0.9,5.2,6.6,3.5,3.6,5.2,1.5,0.9,1.2,0.4,1.2,1.4,0.8,0,0,0
104,宜蘭縣,3.9,4.0,3.8,6.8,4.9,9.7,12.4,12.8,12.0,4.0,3.9,4.1,5.6,6.1,5.1,3.1,3.3,2.7,1.8,2.5,1.0,1.6,0.9,2.5,2.5,3.3,1.3,4.4,5.6,2.0,1.7,1.1,2.9,0,0,0
104,新竹縣,3.7,4.2,3.0,0.2,0.4,0,13.3,16.7,10.2,5.8,7.8,3.7,4.7,3.8,5.6,3.9,3.9,3.8,2.7,4.2,0.8,1.9,3.3,0,0.8,1.2,0.3,0,0,0,0.4,0.7,0,0,0,0
104,中部區域,3.8,4.0,3.4,8.2,6.6,11.0,13.5,14.0,12.9,6.2,6.7,5.7,3.6,3.9,3.3,3.4,4.0,2.7,2.4,2.8,2.0,2.0,2.6,1.1,1.6,1.8,1.4,1.9,2.6,0.6,0.9,0.9,0.7,0.1,0.1,0.1
104,臺中市,3.8,3.8,3.6,7.4,5.8,10.0,13.1,14.4,11.8,5.8,5.9,5.6,3.2,2.8,3.6,3.9,4.1,3.8,2.6,2.5,2.6,1.8,2.7,0.7,2.4,2.7,1.9,1.2,1.6,0.7,1.3,1.7,0.7,0.2,0.2,0.3
104,苗栗縣,3.8,4.2,3.3,7.9,7.1,9.2,12.2,11.9,12.6,5.4,5.6,5.1,5.2,6.9,3.3,2.5,2.7,2.3,2.7,4.4,0.5,2.4,2.6,2.0,1.1,0.9,1.5,2.1,3.1,0,1.2,1.5,0.4,0,0,0
104,彰化縣,3.7,4.0,3.3,10.9,6.6,19.3,13.2,13.3,13.1,8.2,9.9,6.2,3.0,3.2,2.9,3.1,4.2,1.6,1.5,1.8,1.1,2.5,3.3,1.3,0.5,0.4,0.9,1.5,1.9,0.8,0.3,0,0.8,0,0,0
104,南投縣,3.8,4.0,3.5,6.2,4.6,9.3,16.6,15.9,17.3,6.7,5.9,7.5,4.5,5.2,3.6,3.4,5.0,1.6,2.6,3.9,1.0,1.7,2.4,0.8,0.4,0.5,0.1,1.1,1.7,0,0.9,0.5,1.6,0,0,0
104,雲林縣,3.8,4.3,3.0,7.9,9.8,2.5,14.5,14.3,14.7,4.8,5.1,4.4,4.6,6.1,2.8,2.8,3.9,1.2,3.0,3.3,2.6,1.5,1.3,1.8,2.2,2.6,1.4,5.0,6.9,1.3,0.3,0.3,0.3,0,0,0
104,南部區域,3.8,3.9,3.6,11.3,11.0,11.9,13.5,13.3,13.7,6.7,6.7,6.7,4.1,4.6,3.5,2.9,3.4,2.2,2.5,3.4,1.5,2.0,2.6,1.3,2.0,2.2,1.8,1.9,2.1,1.7,1.4,1.7,0.9,0.2,0.2,0.2
104,臺南市,3.8,4.1,3.5,12.0,5.0,21.3,13.3,14.2,12.4,5.9,6.6,5.2,3.8,4.0,3.7,3.2,4.0,2.3,2.4,3.4,1.2,1.7,2.2,1.2,2.9,3.3,2.4,2.8,3.0,2.6,1.4,1.9,0.6,0.3,0.1,0.6
104,高雄市,3.8,3.9,3.6,10.6,13.7,6.2,13.8,13.3,14.3,7.3,7.2,7.3,3.9,4.2,3.7,2.4,2.6,2.3,3.0,3.9,1.8,1.8,2.4,1.2,1.7,2.0,1.2,1.9,2.1,1.5,1.5,1.5,1.4,0.4,0.5,0
104,嘉義市,3.5,3.7,3.4,0,0,0,10.9,11.5,10.4,8.5,7.8,9.3,3.1,4.4,1.7,3.0,4.9,1.0,1.7,1.0,2.4,2.0,3.3,0.6,3.1,2.1,4.4,0.7,0,1.8,0.7,1.0,0,0,0,0
104,嘉義縣,3.8,4.6,2.6,17.5,22.6,8.7,10.8,12.4,9.3,7.3,6.1,8.5,4.2,6.5,1.1,3.0,4.3,1.2,2.0,2.9,0.6,5.3,8.0,1.3,0.7,1.0,0.1,1.0,1.1,0.7,2.3,3.4,0,0,0,0
104,屏東縣,3.8,3.4,4.4,10.8,10.1,12.5,15.1,11.9,18.0,5.8,5.1,6.4,5.8,6.5,4.8,3.6,3.8,3.3,2.1,2.8,1.0,1.3,0.9,1.8,1.8,1.5,2.1,1.0,1.0,1.2,0.9,0.9,0.9,0,0,0
104,澎湖縣,3.7,3.5,4.2,15.7,21.3,9.6,18.1,15.2,19.8,7.7,9.8,5.7,3.7,4.2,3.1,1.4,2.3,0,0.6,0.4,0.9,2.6,2.3,3.2,0.4,0,1.3,3.1,4.4,0,0,0,0,0,0,0
104,東部區域,3.7,4.6,2.6,14.3,15.6,12.4,12.6,14.0,11.3,5.7,8.2,3.1,2.7,3.4,1.8,2.6,3.5,1.4,3.0,4.3,1.3,2.6,3.4,1.5,2.7,2.8,2.5,2.9,4.1,1.0,1.3,2.0,0.2,0.2,0.2,0.2
104,臺東縣,3.7,4.7,2.5,18.5,13.2,26.8,9.1,7.7,10.3,5.0,6.6,3.4,3.5,5.8,0.7,5.3,7.3,2.4,4.1,5.8,1.7,3.8,5.2,1.8,0.7,0.6,0.8,1.8,2.9,0,0.8,1.3,0,0.3,0.4,0
104,花蓮縣,3.7,4.5,2.7,10.7,17.8,1.7,14.9,17.9,12.0,6.2,9.2,2.9,2.2,2.0,2.5,0.9,1.1,0.7,2.2,3.2,1.0,1.8,2.1,1.3,4.1,4.4,3.7,3.7,5.0,1.7,1.7,2.5,0.3,0.1,0,0.5
105,臺灣地區,3.92,4.19,3.57,8.94,8.76,9.23,12.62,12.31,12.94,6.76,7.52,5.97,3.79,4.20,3.33,3.41,3.87,2.86,2.66,3.12,2.13,2.51,3.19,1.67,2.15,2.60,1.52,1.92,2.17,1.50,1.63,1.88,1.12,0.17,0.14,0.27
105,北部區域,4.0,4.5,3.3,7.7,9.6,4.6,11.5,11.7,11.2,6.8,7.8,5.7,3.6,4.4,2.7,3.6,4.5,2.6,3.0,3.7,2.2,2.6,3.4,1.6,2.4,3.0,1.7,2.1,2.3,1.7,1.8,2.1,1.1,0.0,0.0,0
105,新北市,3.9,4.5,3.3,8.7,10.2,6.1,12.0,13.3,10.7,6.2,7.0,5.4,3.4,4.0,2.8,4.0,5.0,2.9,2.5,3.0,1.9,2.1,2.8,1.4,2.4,3.3,1.3,2.4,2.5,2.4,2.5,2.6,2.1,0.1,0.1,0
105,臺北市,3.9,4.6,3.1,6.7,8.6,3.2,11.7,11.5,11.9,9.0,11.0,7.0,4.3,5.6,3.0,4.3,5.2,3.4,3.3,4.1,2.4,2.5,3.6,1.4,1.7,2.3,0.9,0.8,0.9,0.6,0.6,0.9,0.1,0.0,0.0,0
105,桃園市(103年升格),4.0,4.4,3.6,8.9,11.3,5.3,10.7,10.1,11.4,6.4,7.2,5.6,3.4,4.3,2.3,2.3,2.9,1.7,3.7,4.4,3.0,2.9,4.0,1.6,2.8,2.1,3.8,2.2,2.5,1.8,1.4,1.4,1.4,0.0,0.1,0
105,基隆市,4.0,4.2,3.7,1.4,1.8,0,11.1,8.6,13.6,4.3,5.7,2.8,3.7,3.6,3.9,3.9,5.2,2.3,3.7,4.9,2.3,3.0,2.5,3.6,3.4,4.1,2.3,2.6,3.0,1.8,2.2,2.2,2.4,0,0,0
105,新竹市,3.9,5.5,2.0,12.8,15.1,9.0,11.7,14.4,8.7,6.6,9.6,3.4,3.2,5.4,0.8,2.8,4.1,1.5,2.7,4.1,1.0,3.2,5.3,0.7,3.7,4.8,2.1,1.9,2.0,1.6,0,0,0,0,0,0
105,宜蘭縣,4.0,4.5,3.2,5.7,8.7,1.7,9.2,7.1,11.6,4.7,3.8,5.7,3.6,3.7,3.4,2.9,3.4,2.3,2.0,3.1,0.6,2.4,2.7,1.9,3.5,5.5,0.4,5.6,7.8,1.4,5.6,7.6,1.1,0,0,0
105,新竹縣,3.9,4.3,3.4,2.1,3.9,0,12.6,13.2,11.9,6.9,6.7,7.0,2.6,3.1,2.1,2.7,3.6,1.6,2.8,3.7,1.8,3.7,4.0,3.3,2.2,2.9,1.0,2.1,1.3,3.4,2.1,3.4,0,0,0,0
105,中部區域,3.8,3.6,4.1,8.6,6.2,12.4,13.1,11.6,14.8,6.7,6.9,6.5,3.8,3.6,4.0,3.4,3.2,3.6,2.3,2.4,2.2,2.3,2.8,1.6,1.9,1.7,2.1,1.4,1.7,0.9,1.2,1.6,0.3,0.1,0.0,0.4
105,臺中市,3.8,3.5,4.3,3.5,2.5,4.9,12.1,10.9,13.5,7.0,6.9,7.2,3.5,3.3,3.8,3.9,3.3,4.5,2.2,1.6,3.0,2.4,3.4,1.3,2.0,1.4,2.9,1.6,1.6,1.5,0.5,0.8,0.1,0.3,0,1.3
105,苗栗縣,3.9,4.5,3.0,16.6,11.0,24.1,14.5,16.3,12.2,4.6,5.2,4.1,2.8,3.3,2.4,2.8,3.7,1.7,2.4,2.9,1.9,2.4,3.2,1.1,3.1,4.1,1.5,2.3,3.4,0.2,2.4,3.4,0,0,0,0
105,彰化縣,3.8,3.6,4.1,8.9,5.6,15.1,12.4,10.4,14.8,7.6,7.6,7.5,3.9,3.9,4.0,2.8,2.4,3.4,2.4,3.6,1.0,2.0,2.4,1.5,1.3,1.1,1.6,1.7,2.3,0.7,1.0,1.3,0.5,0,0,0
105,南投縣,3.9,3.5,4.4,10.0,7.1,14.5,14.5,11.7,17.7,6.4,7.5,5.2,4.3,4.0,4.7,3.6,3.6,3.6,3.4,4.2,2.5,3.1,2.1,4.3,0.9,1.4,0.3,0.3,0.2,0.5,0.2,0,0.6,0.0,0.0,0.1
105,雲林縣,3.8,3.7,4.0,18.2,15.3,22.9,16.1,12.8,20.0,5.4,6.0,4.8,5.2,4.4,6.1,2.6,3.6,1.3,1.5,1.8,1.2,1.8,2.1,1.5,2.1,2.3,1.8,0.7,0.9,0.3,2.8,4.3,0.4,0,0,0
105,南部區域,3.9,4.1,3.7,11.5,9.5,14.7,14.2,14.1,14.2,6.8,7.7,5.9,4.1,4.3,3.9,3.2,3.5,2.7,2.4,2.7,2.1,2.6,3.1,1.8,1.9,2.7,0.8,1.9,2.2,1.5,1.7,1.7,1.8,0.3,0.3,0.4
105,臺南市,3.9,4.3,3.5,14.7,15.0,14.2,14.4,15.7,13.0,6.1,7.3,4.8,3.7,3.9,3.4,3.1,3.0,3.3,3.0,4.1,1.7,2.0,2.4,1.5,2.2,3.1,0.9,2.1,2.2,1.9,2.1,1.3,3.6,0.7,0.9,0.1
105,高雄市,4.0,4.1,3.8,10.8,5.4,19.1,14.2,13.5,14.9,6.8,6.9,6.7,4.3,4.4,4.1,2.8,3.4,2.2,2.3,2.4,2.2,2.9,3.4,2.3,2.3,3.4,0.8,2.2,2.7,1.3,2.0,2.2,1.4,0.4,0.0,1.1
105,嘉義市,3.7,3.7,3.7,16.3,13.7,20.9,12.7,14.6,10.8,6.7,7.8,5.6,4.4,2.8,6.0,3.9,6.7,1.0,1.4,1.0,1.7,2.4,0.3,4.7,1.8,1.8,1.8,0.7,0.5,1.0,1.0,1.6,0,0,0,0
