,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y
39,92年,新竹市," 4,549 ",831,13,30,3,93, 150 ,12,17,0,9,8,68,48,0,3,22,0,55,2,19,32,185,131,1,0,13,8,0,51,34,0,45,2,11,2,0,0,0,42,0,28, 356 ,0,4,0,0,0,0,0,0,0,0,6,0,0,5,0,1,0,51,28,121
52,93年,新竹市," 3,934 ",838,9,37,2,105, 961 ,8,23,0,13,6,50,37,1,5,19,1,26,1,25,32,281,193,14,0,11,7,0,39,32,0,27,5,0,0,0,0,0,34,0,13, 534 ,0,11,0,3,2,1,0,0,0,0,3,0,0,3,0,1,0,117,126,180
65,94年,新竹市," 3,447 ",653,10,26,1,129, 570 ,11,16,1,25,4,68,38,0,7,12,0,80,4,8,30,450,326,11,0,12,10,30,57,38,0,74,5,2,0,0,0,0,23,0,4, 649 ,0,7,0,19,0,1,0,0,0,0,1,0,0,3,0,0,0,82,215,137
78,95年,新竹市," 2,971 ",351,4,63,0,129, 736 ,15,19,1,115,10,41,43,3,12,12,0,37,2,17,41,533,324,3,1,27,11,14,38,31,0,72,3,0,0,0,0,0,30,0,10, 704 ,0,10,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,53,1,115
91,96年,新竹市," 3,069 ",526,6,73,0,141, 973 ,22,15,0,64,13,53,43,1,12,17,0,31,0,26,20,324,353,10,0,39,10,14,26,29,0,79,2,1,0,0,0,0,49,0,13, 902 ,0,11,2,3,1,2,0,0,0,0,6,0,0,1,3,0,0,64,0,136
104,97年,新竹市," 2,546 ",372,10,90,1,95," 1,011 ",32,10,0,20,5,48,47,3,12,17,0,35,0,30,25,481,346,11,1,18,10,3,23,32,0,134,6,1,0,0,0,0,32,0,8, 705 ,0,14,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,33,0,89
117,98年,新竹市," 2,134 ",220,8,97,1,118, 931 ,32,13,0,51,5,50,20,1,7,14,0,28,0,32,30,291,314,17,0,32,6,6,22,20,0,92,9,1,2,0,0,5,24,0,6, 890 ,0,23,0,14,5,0,0,1,0,0,2,0,0,5,1,0,0,53,0,87
130,99年,新竹市," 1,950 ",321,16,115,1,184, 516 ,46,7,1,116,6,59,14,0,20,27,0,36,2,66,21,216,493,36,0,37,11,5,19,5,0,96,17,2,0,16,0,4,29,0,14, 928 ,0,37,0,12,12,2,0,1,0,0,4,0,0,6,0,0,0,55,0,95
143,100年,新竹市," 1,568 ",184,21,120,1,302, 365 ,87,9,0,234,11,60,13,0,17,49,0,68,1,78,31,222,451,37,0,66,21,4,8,5,0,98,18,1,1,4,0,1,34,0,10," 1,279 ",0,52,0,1,7,2,0,0,1,0,3,0,0,15,0,0,1,44,2,89
156,101年,新竹市," 1,430 ",160,18,97,0,287, 264 ,94,20,0,282,30,70,11,0,17,61,0,63,1,96,44,246,349,64,0,79,30,7,22,5,0,66,58,0,0,3,0,2,34,0,16," 1,464 ",0,73,1,0,7,6,0,0,0,0,5,0,0,8,0,0,0,34,0,87
169,102年,新竹市," 1,377 ",158,31,78,0,274, 267 ,67,18,0,285,12,50,16,0,18,67,0,64,0,99,40,213,362,69,0,66,31,6,14,10,0,58,11,0,0,2,0,5,30,0,23," 1,456 ",0,72,0,0,9,4,0,0,0,0,2,0,0,2,0,0,0,47,0,77
182,103年,新竹市," 1,400 ",126,24,77,0,295, 331 ,80,19,0,307,10,50,15,0,11,60,0,46,0,85,21,181,405,41,0,68,23,2,17,15,0,65,14,0,3,1,0,4,25,0,39," 2,391 ",0,80,1,13,8,1,0,0,1,0,2,0,0,1,1,0,0,44,1,108
195,104年,新竹市," 1,333 ",128,11,127,0,248, 462 ,90,15,1,283,6,58,8,0,15,107,0,50,0,98,29,167,477,77,2,85,20,4,6,7,0,38,16,1,1,2,0,4,13,0,22," 1,346 ",0,72,0,1,13,0,0,0,2,0,2,0,0,6,0,0,1,44,2,73
208,105年,新竹市, 993 ,71,8,101,1,256, 473 ,116,5,0,242,19,42,3,0,14,86,0,43,0,92,29,199,481,47,0,97,25,5,2,9,0,54,19,0,1,1,0,1,16,0,4," 1,214 ",0,85,0,3,12,1,0,0,1,0,6,0,0,4,0,0,0,50,13,107
0,89年,南投縣," 1,966 ", 911 ,9,70,5,402,44,58,23,1,68,23,13,23,1,10,14,0,41,0,21,44, 541 ," 1,082 ",0,0,59,6,0,44,36,0,3,21,2,0,0,0,9,32,0,1, 303 ,0,6,29,0,0,1,0,0,0,0,9,0,0,5,0,0,0,85,7,198
13,90年,南投縣," 2,474 "," 1,042 ",13,40,2,319,49,36,21,2,92,16,78,32,1,17,15,0,37,1,30,52, 549 , 403 ,0,0,61,11,0,57,98,0,2,15,0,3,0,0,3,49,1,3, 516 ,1,3,52,18,1,3,0,0,0,0,15,0,0,10,0,0,1,59,226,181
26,91年,南投縣," 2,756 ", 863 ,13,27,1,423,64,62,30,4,119,18,46,40,4,22,12,3,115,4,36,51, 567 , 137 ,2,0,63,12,0,90,75,0,5,6,0,1,0,0,2,59,1,1, 564 ,0,8,3,104,1,6,2,0,0,0,8,0,0,21,1,1,0,45,99,277
39,92年,南投縣," 2,751 ", 697 ,13,39,4,327,118,39,23,2,108,18,31,51,2,16,6,2,107,2,36,66, 599 , 107 ,1,0,57,7,0,71,81,0,2,23,0,1,0,0,4,40,0,7, 681 ,0,11,1,0,0,15,1,1,1,0,19,0,0,13,0,0,1,53,27,251
52,93年,南投縣," 2,560 ", 726 ,18,46,6,215,248,25,15,1,117,7,41,42,2,12,12,3,123,4,40,60, 894 , 200 ,3,0,38,21,0,82,85,0,19,12,2,1,0,0,3,19,0,1, 771 ,0,5,0,15,0,4,0,0,0,0,2,0,1,15,2,0,1,104,175,219
65,94年,南投縣," 2,526 ", 763 ,11,33,3,192,488,60,18,0,132,12,18,40,3,7,9,0,32,1,36,37," 1,078 ", 255 ,5,0,41,15,9,46,60,0,13,15,0,0,0,0,4,5,0,11, 937 ,0,6,4,69,1,5,0,1,0,0,5,0,0,12,0,0,0,73,107,124
78,95年,南投縣," 2,651 ", 549 ,13,99,3,223,458,46,16,2,136,6,45,36,1,13,9,0,112,0,44,35," 1,302 ", 204 ,0,0,41,24,8,37,65,0,70,20,0,1,5,0,9,18,0,22," 1,097 ",0,11,1,30,0,2,1,2,0,0,4,0,0,7,1,0,1,61,19,248
91,96年,南投縣," 2,479 ", 482 ,16,133,2,242,539,79,14,0,141,12,17,49,1,11,16,0,108,1,58,47," 1,462 ", 406 ,2,0,41,21,9,33,42,0,23,15,1,0,0,0,5,39,0,26," 1,320 ",0,18,0,8,1,11,0,0,2,0,4,0,0,15,0,0,0,29,9,269
104,97年,南投縣," 2,085 ", 390 ,28,168,1,263,524,69,16,2,144,11,38,38,0,9,10,1,32,0,52,61," 1,279 ", 338 ,7,0,82,21,13,27,39,0,20,19,0,1,0,0,13,25,0,28," 1,214 ",1,15,1,12,3,2,1,2,0,0,3,0,0,11,0,1,1,33,3,119
117,98年,南投縣," 1,434 ", 320 ,23,141,2,272,494,70,10,1,123,12,29,40,1,4,29,0,15,0,58,63, 784 , 280 ,5,0,71,17,173,23,32,0,33,29,0,0,1,0,12,22,0,17," 1,378 ",0,24,0,37,6,3,0,0,2,0,3,0,0,11,0,0,0,34,4,136
130,99年,南投縣," 1,386 ", 375 ,15,125,0,323,335,96,13,2,142,18,23,33,1,9,28,0,17,0,54,50, 614 , 454 ,6,0,82,21,28,14,12,0,14,39,0,0,20,0,19,13,0,6," 1,407 ",0,24,0,24,4,2,0,2,0,0,1,0,0,6,0,0,1,31,0,106
143,100年,南投縣," 1,258 ", 216 ,19,122,1,321,252,126,13,3,196,15,7,30,0,7,44,0,16,0,62,33, 527 , 394 ,12,0,60,23,9,8,11,0,21,17,1,0,17,0,16,24,0,1," 1,461 ",0,44,1,1,7,3,0,3,0,0,2,0,0,2,0,0,0,25,0,125
156,101年,南投縣," 1,052 ", 185 ,13,111,2,310,226,116,18,2,210,17,14,34,2,21,52,0,19,0,74,36, 507 , 385 ,14,0,88,19,7,18,14,0,7,20,1,0,7,0,32,24,0,0," 1,224 ",1,39,0,4,1,0,0,1,0,0,0,0,1,6,0,0,1,34,4,125
169,102年,南投縣," 1,131 ", 162 ,25,108,1,287,189,101,13,1,203,21,14,43,1,10,60,0,13,1,90,36, 498 , 482 ,27,0,90,35,6,7,9,0,13,26,0,0,5,0,41,7,0,9," 1,159 ",0,33,0,0,2,2,0,1,0,1,0,0,0,8,0,0,2,43,0,140
182,103年,南投縣, 924 , 122 ,27,109,1,290,240,112,11,2,231,13,13,29,0,16,58,0,11,0,64,33, 371 , 422 ,14,0,94,28,10,13,9,0,17,64,1,0,4,0,23,2,0,2," 1,391 ",0,38,0,43,3,1,0,0,0,0,1,0,0,7,0,0,0,27,0,116
195,104年,南投縣, 998 , 107 ,17,215,0,268,290,107,14,1,221,13,14,26,0,6,69,0,24,0,53,40, 488 , 626 ,15,0,80,22,5,15,4,0,18,32,0,0,0,0,19,9,0,1," 1,730 ",1,46,1,4,5,0,0,0,0,0,0,0,1,3,2,0,0,42,0,147
208,105年,南投縣, 923 , 119 ,5,227,1,262,402,133,10,2,172,13,10,21,2,1,52,0,30,0,74,44, 593 , 711 ,19,0,110,23,4,6,7,0,9,23,0,1,3,0,20,1,0,2," 1,737 ",1,58,0,7,5,1,0,0,0,0,0,0,0,6,0,0,0,27,1,154
0,89年,嘉義縣," 1,149 ",478,17,142,4,434,23,80,19,0,245,22,31,35,1,14,19,1,47,0,15,58,136,693,0,0,58,8,0,38,7,0,19,4,0,1,0,0,14,22,3,2, 746 ,0,9,50,1,0,0,0,0,6,0,6,0,0,20,1,2,0,48,19,143
13,90年,嘉義縣," 1,258 ",463,16,76,3,527,60,81,36,0,281,29,44,45,2,31,52,2,74,2,39,86,204,358,0,0,80,14,0,15,20,0,10,4,0,1,0,0,12,41,1,1," 1,144 ",0,12,49,6,0,0,0,0,5,0,20,0,0,33,0,2,0,52,26,147
26,91年,嘉義縣," 1,365 ",576,14,50,1,511,67,98,23,3,310,30,38,31,1,48,52,0,121,2,44,50,335,152,0,0,79,13,0,37,33,0,13,5,3,1,0,0,10,45,2,0," 1,055 ",0,7,5,33,0,0,0,0,1,0,9,0,0,27,0,4,1,25,43,116
39,92年,嘉義縣," 1,527 ",480,17,57,3,469,112,109,16,5,319,15,15,47,3,34,54,0,136,1,30,38,244,102,1,0,80,5,0,34,26,0,21,0,4,1,1,0,14,23,1,13, 722 ,0,13,1,0,0,1,0,0,0,0,17,0,1,21,3,0,0,36,56,127
52,93年,嘉義縣," 1,364 ",440,11,60,1,318,150,79,14,1,230,18,8,42,2,21,32,0,113,4,29,49,346,166,0,0,60,8,0,23,21,0,15,9,0,0,1,0,9,12,0,8, 618 ,0,3,3,7,1,2,0,0,0,0,4,0,1,35,1,0,0,62,29,179
65,94年,嘉義縣," 1,455 ",574,11,37,3,339,231,123,22,1,237,14,13,21,0,9,24,0,51,1,28,35,437,256,0,0,60,12,56,26,18,0,17,1,1,1,0,0,8,7,0,12, 569 ,0,16,5,34,0,1,0,2,0,0,5,0,0,33,1,1,0,48,13,118
78,95年,嘉義縣," 1,504 ",290,21,149,0,365,286,105,22,0,247,10,81,29,1,10,19,0,45,1,34,57,474,179,0,0,63,6,48,27,25,0,71,2,1,3,3,0,7,16,0,18, 739 ,0,23,3,18,1,2,0,0,0,0,6,0,0,36,0,0,0,45,2,170
91,96年,嘉義縣," 1,509 ",297,11,129,0,362,411,119,11,0,229,8,162,38,1,4,19,0,94,0,34,42,532,247,7,0,71,18,39,21,12,0,109,3,0,0,1,0,4,38,0,29," 1,027 ",0,21,5,7,0,1,2,0,0,0,17,0,0,20,0,1,0,48,0,176
104,97年,嘉義縣," 1,218 ",354,20,121,0,275,362,93,11,3,237,10,102,33,1,13,23,0,17,0,27,44,509,309,5,0,58,16,50,20,24,0,78,1,0,0,1,0,7,38,0,5," 1,074 ",0,31,1,67,0,1,0,0,0,0,4,0,0,27,0,0,0,25,0,122
117,98年,嘉義縣, 948 ,156,12,131,1,362,333,96,11,1,248,4,60,42,4,9,19,1,91,0,54,36,501,328,9,1,66,15,15,20,9,0,54,8,0,0,0,0,3,40,0,13," 1,316 ",0,36,3,62,4,3,0,0,0,0,1,0,1,21,1,0,0,18,0,98
130,99年,嘉義縣," 1,104 ",174,18,169,0,330,334,106,15,2,297,15,38,38,2,1,30,0,37,0,56,22,494,456,15,0,60,13,9,10,19,0,74,7,1,0,12,0,8,25,0,18," 1,263 ",1,32,0,25,0,2,0,1,0,0,4,0,0,14,0,0,0,19,0,145
143,100年,嘉義縣, 977 ,93,16,159,1,388,313,122,12,1,265,2,18,47,0,2,25,0,19,0,43,24,385,551,18,1,64,20,3,7,10,0,73,5,0,0,16,0,7,25,0,13," 1,243 ",0,48,0,8,0,1,0,1,0,0,3,0,0,16,0,1,1,26,0,144
156,101年,嘉義縣," 1,015 ",124,26,132,0,314,288,160,13,1,290,9,12,39,0,1,30,0,23,0,46,27,386,537,17,0,71,24,6,9,8,0,74,10,0,0,10,0,5,30,0,25," 1,061 ",0,57,3,11,2,0,0,0,0,0,2,0,0,12,0,2,0,22,0,175
169,102年,嘉義縣, 944 ,60,34,181,0,308,294,183,19,2,268,15,9,32,2,0,42,0,17,0,90,33,300,436,53,0,102,22,5,5,1,0,61,17,0,0,5,0,7,39,0,11," 1,376 ",0,53,1,0,1,3,0,0,0,0,1,0,0,12,0,0,1,20,0,147
182,103年,嘉義縣," 1,042 ",126,12,170,0,317,333,168,18,0,314,7,6,30,0,3,44,0,27,0,66,31,281,561,42,0,82,20,6,5,4,0,67,15,1,1,0,0,6,23,0,7," 1,715 ",0,63,0,58,5,1,0,0,0,0,5,0,0,22,0,0,0,27,0,127
195,104年,嘉義縣, 895 ,64,7,170,0,340,373,174,24,3,321,12,10,36,1,0,42,0,35,0,50,26,320,693,68,0,94,25,4,8,1,0,45,14,0,2,2,0,0,21,0,4," 2,016 ",0,77,0,1,12,3,0,0,0,0,2,0,0,20,1,2,0,37,1,135
208,105年,嘉義縣, 833 ,67,7,244,1,331,434,211,15,0,329,15,9,20,0,5,38,1,27,0,67,20,320,867,36,3,91,28,7,2,3,0,23,11,1,0,1,0,12,20,0,2," 1,705 ",0,54,1,62,9,2,0,0,0,0,3,0,1,11,0,0,1,28,3,165
0,89年,臺東縣, 764 ,34,18,91,1,43,22,18,26,2,4,7,20,23,5,34,5,0,12,2,16,46,32,335,1,0,6,7,0,23,11,0,4,7,1,0,1,0,7,12,0,0, 218 ,0,2,36,0,0,1,0,0,3,0,9,0,0,3,0,0,0,58,22,81
13,90年,臺東縣, 735 ,31,8,22,2,25,20,19,25,2,2,10,22,33,1,19,13,0,7,0,7,30,46,157,0,0,4,5,0,22,11,0,2,10,0,0,0,0,12,31,0,0, 266 ,0,1,22,5,0,1,0,1,1,0,9,0,0,2,0,0,0,46,54,55
26,91年,臺東縣," 1,067 ",57,19,25,1,36,32,14,18,0,3,7,23,31,2,32,20,1,6,0,18,13,32,42,0,0,6,3,0,20,28,0,1,16,1,0,1,0,8,22,0,6, 256 ,0,1,0,67,0,0,0,0,0,0,3,0,0,2,0,0,0,23,91,62
39,92年,臺東縣," 1,077 ",75,10,19,7,44,47,8,14,2,5,2,10,14,1,30,16,0,4,0,15,13,32,39,1,0,5,6,0,14,22,0,1,10,1,0,0,0,3,5,1,11, 208 ,0,1,0,4,0,1,0,0,1,14,14,0,0,1,0,0,0,25,95,64
52,93年,臺東縣, 864 ,117,15,36,2,17,90,7,14,2,2,0,71,14,1,19,28,0,6,0,12,7,49,80,1,0,4,2,0,18,11,0,24,9,2,1,0,0,9,6,0,2, 123 ,0,1,0,15,0,3,0,0,0,2,3,0,0,1,0,0,0,75,114,82
65,94年,臺東縣," 1,092 ",33,16,13,0,11,117,12,11,0,0,3,46,30,1,10,17,0,5,0,14,14,73,137,0,0,1,5,4,9,29,0,111,4,1,0,0,0,15,3,0,2, 118 ,0,0,0,67,0,0,0,0,0,3,2,0,0,0,0,0,1,32,64,79
78,95年,臺東縣," 1,166 ",17,6,59,1,9,100,10,4,1,1,2,59,32,0,5,23,0,1,0,10,13,83,178,0,0,3,6,5,23,11,0,81,6,0,0,1,0,7,7,0,5, 135 ,0,2,0,25,0,0,0,0,0,1,17,0,0,3,0,0,0,36,1,32
91,96年,臺東縣, 892 ,40,14,56,1,6,178,14,2,0,0,1,67,17,0,16,32,0,4,0,2,16,94,267,3,0,1,1,2,7,2,0,18,1,0,0,0,0,11,7,0,12, 181 ,0,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,37,0,68
104,97年,臺東縣, 582 ,34,31,24,0,15,135,11,3,1,2,1,47,25,1,10,43,0,1,0,5,7,107,183,1,0,3,4,17,12,14,0,23,7,0,1,0,0,6,11,0,2, 181 ,0,4,0,8,0,0,0,0,0,0,0,0,0,2,1,0,0,24,0,56
117,98年,臺東縣, 495 ,28,5,27,1,27,104,6,2,0,6,1,41,18,1,5,55,0,8,0,16,11,95,176,0,0,7,4,3,5,12,0,15,7,0,0,0,0,17,4,0,3, 239 ,0,2,0,11,1,0,0,0,0,0,2,0,0,2,1,0,0,22,0,52
130,99年,臺東縣, 489 ,19,1,31,0,9,82,5,7,0,2,0,5,12,0,2,47,0,1,1,2,7,59,202,2,0,1,0,3,10,4,0,6,3,0,0,2,0,23,6,0,6, 182 ,0,4,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,48
143,100年,臺東縣, 373 ,13,3,48,0,13,54,7,10,0,5,0,3,8,0,2,82,0,1,0,4,6,92,248,3,0,2,3,0,8,10,0,6,3,0,0,1,0,19,8,0,4, 255 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,42
156,101年,臺東縣, 371 ,11,2,40,0,52,76,16,3,0,16,1,1,3,0,1,127,0,3,0,10,3,57,290,2,0,9,4,1,9,0,0,4,8,1,0,2,0,17,1,0,3, 709 ,0,3,0,4,2,0,0,0,1,0,0,0,0,4,0,0,0,40,0,91
169,102年,臺東縣, 417 ,9,8,40,0,144,80,40,2,0,50,4,9,2,0,2,87,0,7,0,30,4,41,271,10,0,26,15,1,11,9,0,5,10,0,0,3,0,29,3,0,1," 1,679 ",0,14,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,31,0,127
182,103年,臺東縣, 432 ,16,7,35,0,106,130,30,1,1,69,6,10,1,0,1,116,0,1,0,17,9,55,316,14,0,25,4,3,4,0,0,9,12,0,2,0,0,14,2,0,3," 1,683 ",0,13,0,21,3,0,0,0,0,0,1,0,0,2,0,1,0,31,0,129
195,104年,臺東縣, 445 ,13,3,46,0,140,126,34,2,1,78,4,6,0,0,0,73,0,3,0,15,14,39,407,14,0,24,10,1,3,1,0,16,12,0,2,0,0,26,2,0,4," 1,643 ",0,23,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,24,0,104
208,105年,臺東縣, 327 ,19,4,35,0,102,123,49,2,2,94,3,3,1,0,0,82,0,7,1,22,12,50,434,7,0,19,13,2,1,0,0,8,13,1,0,1,0,16,3,0,3," 1,436 ",0,24,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,23,0,105
0,89年,臺北市," 19,933 "," 2,500 ",243, 371 ,5," 1,311 ", 925 , 179 ,60,7, 711 ,57, 522 ,151,7,17,41,7,289,7, 442 ,581, 955 ," 4,086 ",3,0,130,33,0,225,164,0,408,76,30,5,11,0,1,779,31,283," 3,984 ",0, 28 ,787,0,2,4,0,1,3,0,40,0,0,289,0,3,0,123,52, 677 
13,90年,臺北市," 17,842 "," 2,199 ",216, 237 ,8," 1,410 "," 1,156 ", 177 ,46,16, 669 ,46, 643 ,139,8,27,53,2,308,10, 523 ,503," 1,036 "," 2,416 ",12,0,146,77,0,194,265,0,158,48,12,4,8,0,0,826,18,288," 6,728 ",0, 47 ,450,1,4,2,0,2,3,0,108,0,0,231,1,5,1,119,370, 957 
26,91年,臺北市," 18,597 "," 2,460 ",237, 224 ,12," 1,393 "," 1,500 ", 197 ,86,11, 693 ,27, 601 ,126,7,36,48,1,263,8, 481 ,430, 971 ," 1,578 ",28,0,148,52,0,202,325,0,161,69,11,2,2,0,2,555,21,403," 6,923 ",0, 55 ,59,7,9,7,1,1,0,0,59,0,0,174,0,6,1,134,808," 1,228 "
39,92年,臺北市," 18,437 "," 2,475 ",159, 203 ,9," 1,294 "," 1,640 ", 209 ,76,29, 743 ,56, 757 ,142,9,38,60,3,457,13, 547 ,536," 1,020 "," 1,296 ",18,0,147,58,0,176,302,0,30,78,10,4,3,0,2,296,3,336," 5,325 ",0, 103 ,9,3,12,15,1,1,0,3,67,0,1,202,0,4,2,187,546, 888 
52,93年,臺北市," 20,195 "," 2,563 ",119, 120 ,11," 1,045 "," 2,264 ", 173 ,56,25," 1,018 ",58, 815 ,140,7,19,64,5,377,15, 457 ,520," 1,468 "," 1,538 ",27,0,178,55,0,174,318,0,72,65,15,8,11,0,0,311,0,207," 6,248 ",0, 146 ,20,2,10,18,0,1,0,35,51,0,1,180,0,2,2,319,537," 1,650 "
65,94年,臺北市," 20,995 "," 2,463 ",96, 158 ,3," 1,146 "," 3,472 ", 280 ,65,32," 1,180 ",69, 615 ,178,5,21,99,4,328,12, 454 ,522," 2,320 "," 2,554 ",22,1,198,54,39,177,154,0,59,99,12,4,5,0,0,362,0,165," 6,689 ",0, 168 ,2,0,13,20,0,3,0,25,31,0,2,136,0,5,0,360,80," 1,765 "
78,95年,臺北市," 18,069 "," 1,637 ",176, 252 ,3," 1,424 "," 3,930 ", 367 ,70,27," 1,376 ",75, 602 ,180,12,14,64,3,329,7, 576 ,561," 2,539 "," 2,155 ",77,0,250,98,81,143,203,0,137,97,18,2,7,0,1,343,0,169," 8,253 ",0, 296 ,7,7,32,17,4,3,1,30,32,0,1,170,0,4,0,321,10," 1,817 "
91,96年,臺北市," 14,071 "," 1,348 ",166, 257 ,5," 1,601 "," 5,175 ", 479 ,56,22," 1,493 ",93, 574 ,187,16,26,82,1,535,8, 806 ,729," 2,559 "," 3,016 ",84,1,323,80,134,106,162,0,127,98,18,3,9,0,0,375,0,192," 6,535 ",0, 461 ,3,11,31,31,0,2,3,34,19,0,7,158,3,0,1,213,0," 1,783 "
104,97年,臺北市," 12,925 "," 1,157 ",203, 246 ,5," 1,700 "," 6,351 ", 601 ,57,11," 1,636 ",88," 1,288 ",214,12,23,58,1,707,8," 1,022 ",784," 2,231 "," 2,926 ",118,1,363,96,129,104,157,0,208,104,23,4,12,0,0,226,0,102," 5,145 ",1, 528 ,0,9,47,38,2,7,0,52,8,0,1,124,1,4,1,188,1, 976 
117,98年,臺北市," 9,997 ", 902 ,143, 299 ,3," 1,975 "," 6,482 ", 759 ,68,23," 1,874 ",76, 866 ,203,16,20,75,3,509,3," 1,194 ",916," 1,611 "," 2,818 ",133,1,417,97,165,140,105,0,127,88,26,6,12,0,1,338,0,110," 5,241 ",0, 755 ,3,0,53,45,0,5,0,37,10,1,8,153,2,3,2,158,0, 633 
130,99年,臺北市," 8,323 ", 510 ,151, 320 ,3," 2,119 "," 4,575 ", 924 ,56,21," 2,259 ",127, 459 ,223,12,19,86,1,317,1," 1,281 ",885," 1,099 "," 3,202 ",153,2,531,121,182,68,99,0,276,112,13,18,41,0,0,243,0,118," 4,847 ",0, 967 ,3,35,60,32,1,5,0,9,8,0,13,160,1,2,0,96,0, 469 
143,100年,臺北市," 7,288 ", 271 ,123, 333 ,6," 2,309 "," 3,436 "," 1,009 ",43,36," 2,383 ",122, 457 ,233,12,29,94,0,318,1," 1,276 ",734, 832 ," 2,973 ",223,2,648,152,122,48,71,0,203,131,23,6,69,0,0,278,0,80," 4,973 ",0," 1,008 ",1,6,82,24,1,5,1,0,7,0,8,112,0,2,1,90,3, 583 
156,101年,臺北市," 7,458 ", 288 ,148, 645 ,5," 2,142 "," 3,042 "," 1,044 ",53,42," 2,292 ",125, 490 ,212,12,19,116,0,109,2," 1,112 ",671, 799 ," 3,263 ",229,0,549,194,108,52,68,0,297,105,21,13,54,0,0,260,0,131," 4,815 ",1," 1,002 ",6,6,96,28,2,8,0,0,3,1,5,112,3,2,0,118,8, 603 
169,102年,臺北市," 5,973 ", 147 ,143, 764 ,2," 2,358 "," 3,053 "," 1,176 ",65,29," 2,562 ",129, 431 ,155,13,20,132,0,170,2," 1,149 ",732, 734 ," 3,664 ",309,2,600,181,102,52,38,0,431,132,20,9,59,0,0,332,0,125," 6,615 ",2," 1,192 ",3,0,80,40,1,10,0,1,4,0,8,151,4,2,0,102,2, 707 
182,103年,臺北市," 5,360 ", 212 ,129," 1,075 ",3," 2,242 "," 3,489 "," 1,187 ",59,32," 2,648 ",157, 269 ,185,2,34,136,0,121,0," 1,170 ",804, 674 ," 3,369 ",312,1,600,226,139,45,47,0,379,131,23,59,68,0,1,303,0,99," 8,010 ",5," 1,209 ",4,59,111,40,0,6,0,2,2,0,8,106,2,5,0,129,0, 703 
195,104年,臺北市," 5,439 ", 206 ,131," 1,456 ",3," 2,141 "," 3,954 "," 1,241 ",67,24," 2,619 ",145, 433 ,127,2,11,213,0,238,2," 1,202 ",820, 998 ," 4,572 ",349,0,601,239,181,32,34,0,540,107,20,45,143,0,0,560,0,203," 8,478 ",1," 1,157 ",2,16,138,32,1,5,0,7,2,0,11,119,3,6,1,177,4, 799 
208,105年,臺北市," 5,080 ", 106 ,47," 1,402 ",3," 2,395 "," 4,771 "," 1,339 ",66,14," 2,816 ",165, 317 ,77,6,7,239,0,219,1," 1,365 ",876, 933 ," 4,592 ",257,1,680,255,176,45,24,0,368,118,23,32,83,0,0,827,0,304," 8,412 ",0," 1,433 ",6,13,141,29,3,5,0,10,11,0,7,114,2,0,1,161,5, 797 
0,89年,宜蘭縣," 1,666 ",246,12,120,1,102,10,22,30,0,65,11,25,31,0,13,12,0,30,4,10,43,296," 1,139 ",0,0,15,9,0,32,43,0,13,5,4,0,0,0,0,8,2,6, 210 ,1,1,6,0,0,0,0,0,10,0,18,0,0,10,1,2,0,52,13,88
13,90年,宜蘭縣," 2,275 ",275,10,98,0,113,24,26,18,1,62,15,21,41,0,4,16,3,41,3,8,33,495, 619 ,0,0,16,10,0,36,39,0,4,5,1,0,2,0,3,32,0,2, 274 ,0,0,8,9,0,0,0,0,4,0,31,0,0,9,0,1,0,34,50,89
26,91年,宜蘭縣," 2,533 ",206,20,107,1,157,57,23,19,2,106,15,44,52,4,10,18,3,28,0,32,30,639, 300 ,3,0,27,10,0,56,67,0,3,13,0,0,0,0,1,20,0,10, 295 ,0,2,2,106,0,1,0,0,1,0,4,0,0,9,0,0,0,41,24,92
39,92年,宜蘭縣," 2,400 ",331,12,93,2,134,86,35,26,0,127,13,21,56,3,13,24,1,94,0,31,54,609, 313 ,8,0,22,10,0,37,48,0,3,11,0,0,0,0,1,28,0,36, 291 ,0,5,0,0,1,5,2,0,3,0,7,0,0,11,0,0,0,43,16,119
